,pokedex_number,name,generation,status,species,type_number,type_1,type_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
207,167,Spinarak,2,Normal,String Spit Pokémon,2,Bug,Poison,250.0,40.0,60.0,40.0,40.0,40.0,30.0,Fast,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
208,168,Ariados,2,Normal,Long Leg Pokémon,2,Bug,Poison,400.0,70.0,90.0,70.0,60.0,70.0,40.0,Fast,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
209,169,Crobat,2,Normal,Bat Pokémon,2,Poison,Flying,535.0,85.0,90.0,80.0,70.0,80.0,130.0,Medium Fast,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
210,170,Chinchou,2,Normal,Angler Pokémon,2,Water,Electric,330.0,75.0,38.0,38.0,56.0,56.0,67.0,Slow,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
211,171,Lanturn,2,Normal,Light Pokémon,2,Water,Electric,460.0,125.0,58.0,58.0,76.0,76.0,67.0,Slow,1.0,0.5,0.5,0.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
212,172,Pichu,2,Normal,Tiny Mouse Pokémon,1,Electric,Electric,205.0,20.0,40.0,15.0,35.0,35.0,60.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
213,173,Cleffa,2,Normal,Star Shape Pokémon,1,Fairy,Fairy,218.0,50.0,25.0,28.0,45.0,55.0,15.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
214,174,Igglybuff,2,Normal,Balloon Pokémon,2,Normal,Fairy,210.0,90.0,30.0,15.0,40.0,20.0,15.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
215,175,Togepi,2,Normal,Spike Ball Pokémon,1,Fairy,Fairy,245.0,35.0,20.0,65.0,40.0,65.0,20.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
216,176,Togetic,2,Normal,Happiness Pokémon,2,Fairy,Flying,405.0,55.0,40.0,85.0,80.0,105.0,40.0,Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
217,177,Natu,2,Normal,Tiny Bird Pokémon,2,Psychic,Flying,320.0,40.0,50.0,45.0,70.0,45.0,70.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
218,178,Xatu,2,Normal,Mystic Pokémon,2,Psychic,Flying,470.0,65.0,75.0,70.0,95.0,70.0,95.0,Medium Fast,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
219,179,Mareep,2,Normal,Wool Pokémon,1,Electric,Electric,280.0,55.0,40.0,40.0,65.0,45.0,35.0,Medium Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
220,180,Flaaffy,2,Normal,Wool Pokémon,1,Electric,Electric,365.0,70.0,55.0,55.0,80.0,60.0,45.0,Medium Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
221,181,Ampharos,2,Normal,Light Pokémon,1,Electric,Electric,510.0,90.0,75.0,85.0,115.0,90.0,55.0,Medium Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
223,182,Bellossom,2,Normal,Flower Pokémon,1,Grass,Grass,490.0,75.0,80.0,95.0,90.0,100.0,50.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
224,183,Marill,2,Normal,Aqua Mouse Pokémon,2,Water,Fairy,250.0,70.0,20.0,50.0,20.0,50.0,40.0,Fast,1.0,0.25,0.5,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
225,184,Azumarill,2,Normal,Aqua Rabbit Pokémon,2,Water,Fairy,420.0,100.0,50.0,80.0,60.0,80.0,50.0,Fast,1.0,0.25,0.5,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
226,185,Sudowoodo,2,Normal,Imitation Pokémon,1,Rock,Rock,410.0,70.0,100.0,115.0,30.0,65.0,30.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
227,186,Politoed,2,Normal,Frog Pokémon,1,Water,Water,500.0,90.0,75.0,75.0,90.0,100.0,70.0,Medium Slow,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
228,187,Hoppip,2,Normal,Cottonweed Pokémon,2,Grass,Flying,250.0,35.0,35.0,40.0,35.0,55.0,50.0,Medium Slow,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
229,188,Skiploom,2,Normal,Cottonweed Pokémon,2,Grass,Flying,340.0,55.0,45.0,50.0,45.0,65.0,80.0,Medium Slow,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
230,189,Jumpluff,2,Normal,Cottonweed Pokémon,2,Grass,Flying,460.0,75.0,55.0,70.0,55.0,95.0,110.0,Medium Slow,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
231,190,Aipom,2,Normal,Long Tail Pokémon,1,Normal,Normal,360.0,55.0,70.0,55.0,40.0,55.0,85.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
232,191,Sunkern,2,Normal,Seed Pokémon,1,Grass,Grass,180.0,30.0,30.0,30.0,30.0,30.0,30.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
233,192,Sunflora,2,Normal,Sun Pokémon,1,Grass,Grass,425.0,75.0,75.0,55.0,105.0,85.0,30.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
234,193,Yanma,2,Normal,Clear Wing Pokémon,2,Bug,Flying,390.0,65.0,65.0,45.0,75.0,45.0,95.0,Medium Fast,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
235,194,Wooper,2,Normal,Water Fish Pokémon,2,Water,Ground,210.0,55.0,45.0,45.0,25.0,25.0,15.0,Medium Fast,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
236,195,Quagsire,2,Normal,Water Fish Pokémon,2,Water,Ground,430.0,95.0,85.0,85.0,65.0,65.0,35.0,Medium Fast,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
237,196,Espeon,2,Normal,Sun Pokémon,1,Psychic,Psychic,525.0,65.0,65.0,60.0,130.0,95.0,110.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
238,197,Umbreon,2,Normal,Moonlight Pokémon,1,Dark,Dark,525.0,95.0,65.0,110.0,60.0,130.0,65.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
239,198,Murkrow,2,Normal,Darkness Pokémon,2,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
240,199,Slowking,2,Normal,Royal Pokémon,2,Water,Psychic,490.0,95.0,75.0,80.0,100.0,110.0,30.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
241,200,Misdreavus,2,Normal,Screech Pokémon,1,Ghost,Ghost,435.0,60.0,60.0,60.0,85.0,85.0,85.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
242,201,Unown,2,Normal,Symbol Pokémon,1,Psychic,Psychic,336.0,48.0,72.0,48.0,72.0,48.0,48.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
243,202,Wobbuffet,2,Normal,Patient Pokémon,1,Psychic,Psychic,405.0,190.0,33.0,58.0,33.0,58.0,33.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
244,203,Girafarig,2,Normal,Long Neck Pokémon,2,Normal,Psychic,455.0,70.0,80.0,65.0,90.0,65.0,85.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
245,204,Pineco,2,Normal,Bagworm Pokémon,1,Bug,Bug,290.0,50.0,65.0,90.0,35.0,35.0,15.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
246,205,Forretress,2,Normal,Bagworm Pokémon,2,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0,Medium Fast,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
247,206,Dunsparce,2,Normal,Land Snake Pokémon,1,Normal,Normal,415.0,100.0,70.0,70.0,65.0,65.0,45.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
248,207,Gligar,2,Normal,FlyScorpion Pokémon,2,Ground,Flying,430.0,65.0,75.0,105.0,35.0,65.0,85.0,Medium Slow,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
249,208,Steelix,2,Normal,Iron Snake Pokémon,2,Steel,Ground,510.0,75.0,85.0,200.0,55.0,65.0,30.0,Medium Fast,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
251,209,Snubbull,2,Normal,Fairy Pokémon,1,Fairy,Fairy,300.0,60.0,80.0,50.0,40.0,40.0,30.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
252,210,Granbull,2,Normal,Fairy Pokémon,1,Fairy,Fairy,450.0,90.0,120.0,75.0,60.0,60.0,45.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
253,211,Qwilfish,2,Normal,Balloon Pokémon,2,Water,Poison,440.0,65.0,95.0,85.0,55.0,55.0,85.0,Medium Fast,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
254,212,Scizor,2,Normal,Pincer Pokémon,2,Bug,Steel,500.0,70.0,130.0,100.0,55.0,80.0,65.0,Medium Fast,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
256,213,Shuckle,2,Normal,Mold Pokémon,2,Bug,Rock,505.0,20.0,10.0,230.0,10.0,230.0,5.0,Medium Slow,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
257,214,Heracross,2,Normal,Single Horn Pokémon,2,Bug,Fighting,500.0,80.0,125.0,75.0,40.0,95.0,85.0,Slow,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
259,215,Sneasel,2,Normal,Sharp Claw Pokémon,2,Dark,Ice,430.0,55.0,95.0,55.0,35.0,75.0,115.0,Medium Slow,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
260,216,Teddiursa,2,Normal,Little Bear Pokémon,1,Normal,Normal,330.0,60.0,80.0,50.0,50.0,50.0,40.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
261,217,Ursaring,2,Normal,Hibernator Pokémon,1,Normal,Normal,500.0,90.0,130.0,75.0,75.0,75.0,55.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
262,218,Slugma,2,Normal,Lava Pokémon,1,Fire,Fire,250.0,40.0,40.0,40.0,70.0,40.0,20.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
263,219,Magcargo,2,Normal,Lava Pokémon,2,Fire,Rock,430.0,60.0,50.0,120.0,90.0,80.0,30.0,Medium Fast,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
264,220,Swinub,2,Normal,Pig Pokémon,2,Ice,Ground,250.0,50.0,50.0,40.0,30.0,30.0,50.0,Slow,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
265,221,Piloswine,2,Normal,Swine Pokémon,2,Ice,Ground,450.0,100.0,100.0,80.0,60.0,60.0,50.0,Slow,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
266,222,Corsola,2,Normal,Coral Pokémon,2,Water,Rock,410.0,65.0,55.0,95.0,65.0,95.0,35.0,Fast,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,222,Galarian Corsola,2,Normal,Coral Pokémon,1,Ghost,Ghost,410.0,60.0,55.0,100.0,65.0,100.0,30.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
268,223,Remoraid,2,Normal,Jet Pokémon,1,Water,Water,300.0,35.0,65.0,35.0,65.0,35.0,65.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
269,224,Octillery,2,Normal,Jet Pokémon,1,Water,Water,480.0,75.0,105.0,75.0,105.0,75.0,45.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
270,225,Delibird,2,Normal,Delivery Pokémon,2,Ice,Flying,330.0,45.0,55.0,45.0,65.0,45.0,75.0,Fast,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
271,226,Mantine,2,Normal,Kite Pokémon,2,Water,Flying,485.0,85.0,40.0,70.0,80.0,140.0,70.0,Slow,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
272,227,Skarmory,2,Normal,Armor Bird Pokémon,2,Steel,Flying,465.0,65.0,80.0,140.0,40.0,70.0,70.0,Slow,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
273,228,Houndour,2,Normal,Dark Pokémon,2,Dark,Fire,330.0,45.0,60.0,30.0,80.0,50.0,65.0,Slow,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
274,229,Houndoom,2,Normal,Dark Pokémon,2,Dark,Fire,500.0,75.0,90.0,50.0,110.0,80.0,95.0,Slow,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
276,230,Kingdra,2,Normal,Dragon Pokémon,2,Water,Dragon,540.0,75.0,95.0,95.0,95.0,95.0,85.0,Medium Fast,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
277,231,Phanpy,2,Normal,Long Nose Pokémon,1,Ground,Ground,330.0,90.0,60.0,60.0,40.0,40.0,40.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
278,232,Donphan,2,Normal,Armor Pokémon,1,Ground,Ground,500.0,90.0,120.0,120.0,60.0,60.0,50.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
279,233,Porygon2,2,Normal,Virtual Pokémon,1,Normal,Normal,515.0,85.0,80.0,90.0,105.0,95.0,60.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
280,234,Stantler,2,Normal,Big Horn Pokémon,1,Normal,Normal,465.0,73.0,95.0,62.0,85.0,65.0,85.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
281,235,Smeargle,2,Normal,Painter Pokémon,1,Normal,Normal,250.0,55.0,20.0,35.0,20.0,45.0,75.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
282,236,Tyrogue,2,Normal,Scuffle Pokémon,1,Fighting,Fighting,210.0,35.0,35.0,35.0,35.0,35.0,35.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
283,237,Hitmontop,2,Normal,Handstand Pokémon,1,Fighting,Fighting,455.0,50.0,95.0,95.0,35.0,110.0,70.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
284,238,Smoochum,2,Normal,Kiss Pokémon,2,Ice,Psychic,305.0,45.0,30.0,15.0,85.0,65.0,65.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
285,239,Elekid,2,Normal,Electric Pokémon,1,Electric,Electric,360.0,45.0,63.0,37.0,65.0,55.0,95.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
286,240,Magby,2,Normal,Live Coal Pokémon,1,Fire,Fire,365.0,45.0,75.0,37.0,70.0,55.0,83.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
287,241,Miltank,2,Normal,Milk Cow Pokémon,1,Normal,Normal,490.0,95.0,80.0,105.0,40.0,70.0,100.0,Slow,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,242,Blissey,2,Normal,Happiness Pokémon,1,Normal,Normal,540.0,255.0,10.0,10.0,75.0,135.0,55.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
289,243,Raikou,2,Sub Legendary,Thunder Pokémon,1,Electric,Electric,580.0,90.0,85.0,75.0,115.0,100.0,115.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
290,244,Entei,2,Sub Legendary,Volcano Pokémon,1,Fire,Fire,580.0,115.0,115.0,85.0,90.0,75.0,100.0,Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
291,245,Suicune,2,Sub Legendary,Aurora Pokémon,1,Water,Water,580.0,100.0,75.0,115.0,90.0,115.0,85.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
292,246,Larvitar,2,Normal,Rock Skin Pokémon,2,Rock,Ground,300.0,50.0,64.0,50.0,45.0,50.0,41.0,Slow,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
293,247,Pupitar,2,Normal,Hard Shell Pokémon,2,Rock,Ground,410.0,70.0,84.0,70.0,65.0,70.0,51.0,Slow,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
294,248,Tyranitar,2,Normal,Armor Pokémon,2,Rock,Dark,600.0,100.0,134.0,110.0,95.0,100.0,61.0,Slow,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
296,249,Lugia,2,Legendary,Diving Pokémon,2,Psychic,Flying,680.0,106.0,90.0,130.0,90.0,154.0,110.0,Slow,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
297,250,Ho-oh,2,Legendary,Rainbow Pokémon,2,Fire,Flying,680.0,106.0,130.0,90.0,110.0,154.0,90.0,Slow,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
298,251,Celebi,2,Mythical,Time Travel Pokémon,2,Psychic,Grass,600.0,100.0,100.0,100.0,100.0,100.0,100.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
299,252,Treecko,3,Normal,Wood Gecko Pokémon,1,Grass,Grass,310.0,40.0,45.0,35.0,65.0,55.0,70.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
300,253,Grovyle,3,Normal,Wood Gecko Pokémon,1,Grass,Grass,405.0,50.0,65.0,45.0,85.0,65.0,95.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
301,254,Sceptile,3,Normal,Forest Pokémon,1,Grass,Grass,530.0,70.0,85.0,65.0,105.0,85.0,120.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
303,255,Torchic,3,Normal,Chick Pokémon,1,Fire,Fire,310.0,45.0,60.0,40.0,70.0,50.0,45.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
304,256,Combusken,3,Normal,Young Fowl Pokémon,2,Fire,Fighting,405.0,60.0,85.0,60.0,85.0,60.0,55.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
305,257,Blaziken,3,Normal,Blaze Pokémon,2,Fire,Fighting,530.0,80.0,120.0,70.0,110.0,70.0,80.0,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
307,258,Mudkip,3,Normal,Mud Fish Pokémon,1,Water,Water,310.0,50.0,70.0,50.0,50.0,50.0,40.0,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
308,259,Marshtomp,3,Normal,Mud Fish Pokémon,2,Water,Ground,405.0,70.0,85.0,70.0,60.0,70.0,50.0,Medium Slow,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
309,260,Swampert,3,Normal,Mud Fish Pokémon,2,Water,Ground,535.0,100.0,110.0,90.0,85.0,90.0,60.0,Medium Slow,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
311,261,Poochyena,3,Normal,Bite Pokémon,1,Dark,Dark,220.0,35.0,55.0,35.0,30.0,30.0,35.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
312,262,Mightyena,3,Normal,Bite Pokémon,1,Dark,Dark,420.0,70.0,90.0,70.0,60.0,60.0,70.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
